ts,A,CTX,x,US,S"1,S"2,H1,H2,M"1,M"2,D,R*,CR
200,0.0,0.7,0.0,0.0,0.017,0.014,0.006,0.007,0.007,0.006,0.006,0.006,0.0,
201,0.0,0.7,0.0,0.0,0.014,0.014,0.006,0.006,0.006,0.006,0.008,0.006,0.0,
202,0.0,0.7,0.0,0.0,0.017,0.014,0.006,0.006,0.008,0.006,0.006,0.006,0.0,
203,0.0,0.7,0.0,0.0,0.014,0.014,0.006,0.006,0.006,0.006,0.006,0.006,0.0,
204,0.0,0.7,0.0,0.0,0.017,0.014,0.007,0.007,0.006,0.006,0.006,0.006,0.0,
205,0.0,0.7,0.0,0.0,0.014,0.017,0.006,0.007,0.006,0.006,0.006,0.006,0.0,
206,0.0,0.7,0.0,0.0,0.014,0.014,0.006,0.006,0.006,0.006,0.006,0.008,0.0,
207,0.0,0.7,0.0,0.0,0.014,0.014,0.006,0.007,0.006,0.007,0.006,0.006,0.0,
208,0.0,0.7,0.0,0.0,0.014,0.014,0.006,0.006,0.006,0.006,0.006,0.006,0.0,
209,0.0,0.7,0.0,0.0,0.014,0.017,0.006,0.006,0.006,0.006,0.006,0.006,0.0,
210,0.0,0.7,0.0,0.0,0.014,0.014,0.006,0.007,0.006,0.006,0.006,0.008,0.0,
211,0.0,0.7,0.0,0.0,0.014,0.014,0.006,0.007,0.006,0.006,0.006,0.006,0.0,
212,0.0,0.7,0.0,0.0,0.014,0.014,0.007,0.006,0.006,0.007,0.008,0.006,0.0,
213,0.0,0.7,0.0,0.0,0.017,0.017,0.006,0.007,0.007,0.006,0.006,0.006,0.0,
214,0.0,0.7,0.0,0.0,0.014,0.017,0.006,0.006,0.006,0.006,0.006,0.006,0.0,
215,0.0,0.7,0.0,0.0,0.014,0.014,0.007,0.006,0.006,0.008,0.006,0.006,0.0,
216,0.0,0.7,0.0,0.0,0.017,0.014,0.006,0.006,0.006,0.006,0.006,0.006,0.0,
217,0.0,0.7,0.0,0.0,0.014,0.014,0.006,0.006,0.006,0.007,0.008,0.006,0.0,
218,0.0,0.7,0.0,0.0,0.014,0.014,0.007,0.006,0.006,0.006,0.006,0.006,0.0,
219,0.0,0.7,0.0,0.0,0.017,0.017,0.008,0.007,0.006,0.006,0.006,0.006,0.0,
220,0.0,0.7,0.0,0.0,0.014,0.014,0.006,0.007,0.006,0.006,0.006,0.006,0.0,
221,0.0,0.7,0.0,0.0,0.017,0.014,0.006,0.006,0.007,0.007,0.008,0.008,0.0,
222,0.0,0.7,0.0,0.0,0.017,0.016,0.008,0.006,0.006,0.006,0.006,0.006,0.0,
223,1.0,0.7,0.7,0.0,0.052,0.029,0.008,0.008,0.006,0.006,0.006,0.006,0.0,
224,1.0,0.7,0.5,0.0,0.045,0.023,0.006,0.006,0.006,0.006,0.006,0.006,0.0,
225,1.0,0.7,0.9,0.0,0.055,0.042,0.006,0.006,0.008,0.006,0.008,0.006,0.0,
226,1.0,0.7,0.7,0.0,0.055,0.029,0.006,0.008,0.006,0.006,0.008,0.006,0.0,
227,1.0,0.7,0.7,0.0,0.045,0.029,0.006,0.006,0.006,0.006,0.006,0.008,0.0,
228,1.0,0.7,0.7,1.0,0.044,0.029,0.006,0.006,0.006,0.008,1.0,1.0,0.0,
229,0.0,0.7,0.0,0.0,0.021,0.014,0.006,0.008,0.006,0.006,0.008,0.006,0.0,
230,0.0,0.7,0.0,0.0,0.014,0.014,0.006,0.006,0.007,0.006,0.008,0.006,0.0,
231,0.0,0.7,0.0,0.0,0.014,0.014,0.006,0.006,0.006,0.006,0.006,0.006,0.0,
232,0.0,0.7,0.0,0.0,0.014,0.014,0.006,0.006,0.006,0.006,0.006,0.006,0.0,
233,0.0,0.7,0.0,0.0,0.014,0.014,0.007,0.007,0.007,0.006,0.006,0.008,0.0,
234,0.0,0.7,0.0,0.0,0.014,0.014,0.006,0.006,0.007,0.006,0.008,0.006,0.0,
235,0.0,0.7,0.0,0.0,0.014,0.014,0.007,0.006,0.006,0.006,0.006,0.008,0.0,
236,0.0,0.7,0.0,0.0,0.014,0.014,0.006,0.006,0.006,0.006,0.008,0.006,0.0,
237,0.0,0.7,0.0,0.0,0.014,0.014,0.006,0.006,0.006,0.006,0.008,0.006,0.0,
238,0.0,0.7,0.0,0.0,0.014,0.017,0.006,0.006,0.006,0.006,0.006,0.006,0.0,
239,0.0,0.7,0.0,0.0,0.014,0.017,0.006,0.008,0.006,0.006,0.006,0.008,0.0,
240,0.0,0.7,0.0,0.0,0.014,0.017,0.006,0.008,0.007,0.006,0.008,0.006,0.0,
241,0.0,0.7,0.0,0.0,0.014,0.014,0.006,0.006,0.007,0.006,0.006,0.006,0.0,
