ts,A,CTX,x,US,S"1,S"2,H1,H2,M"1,M"2,D,R*,CR
234,0.0,0.4,0.0,0.0,0.009,0.009,0.006,0.006,0.007,0.006,0.008,0.006,0.0,
235,0.0,0.4,0.0,0.0,0.009,0.011,0.006,0.007,0.006,0.006,0.006,0.006,0.0,
236,0.0,0.4,0.0,0.0,0.009,0.009,0.006,0.006,0.006,0.006,0.006,0.006,0.0,
237,0.0,0.4,0.0,0.0,0.009,0.009,0.006,0.006,0.006,0.006,0.008,0.006,0.0,
238,0.0,0.4,0.0,0.0,0.009,0.009,0.007,0.006,0.007,0.006,0.006,0.006,0.0,
239,0.0,0.4,0.0,0.0,0.011,0.009,0.006,0.006,0.006,0.006,0.006,0.006,0.0,
240,0.0,0.4,0.0,0.0,0.009,0.009,0.007,0.006,0.006,0.006,0.006,0.006,0.0,
241,0.0,0.4,0.0,0.0,0.009,0.009,0.006,0.006,0.006,0.007,0.008,0.006,0.0,
242,0.0,0.4,0.0,0.0,0.009,0.011,0.006,0.006,0.006,0.006,0.008,0.006,0.0,
243,0.0,0.4,0.0,0.0,0.009,0.009,0.006,0.006,0.006,0.006,0.006,0.006,0.0,
244,1.0,0.4,0.5,0.0,0.035,0.017,0.006,0.007,0.008,0.006,0.006,0.006,0.0,
245,1.0,0.4,0.4,0.0,0.035,0.015,0.006,0.006,0.008,0.006,0.006,0.006,0.0,
246,1.0,0.4,0.4,0.0,0.035,0.015,0.006,0.006,0.006,0.006,0.008,0.006,0.0,
247,1.0,0.4,0.3,0.0,0.035,0.013,0.006,0.006,0.008,0.006,0.006,0.006,0.0,
248,1.0,0.4,0.4,0.0,0.042,0.018,0.006,0.007,0.006,0.007,0.006,0.008,0.0,
